case_id,incident_time,month,hour,season,sea_area_type,vessel_type,tonnage,leeway_key,incident_lat,incident_lon,elapsed_hours,wind_speed_mps,wind_direction_deg,tidal_current_amplitude_kt,l1_pred_lat,l1_pred_lon,synthetic_found_lat,synthetic_found_lon,delta_lat,delta_lon,l1_error_km,is_synthetic,synthetic_method
L3_SYN_1258,2012-06-05 09:00:00,6,9,여름,연안,기타,4.0,기타,34.60778,126.25889,1.41,2.9,241.0,1.6,34.61295,126.2671,34.61008,126.25967,-0.002868,-0.007435,0.75,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1259,2014-12-14 09:00:00,12,9,겨울,연안,어선,4.0,소형어선,34.57361,126.30667,2.02,2.9,355.0,1.6,34.55511,126.29081,34.55721,126.29848,0.002098,0.007667,0.738,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1260,2021-07-07 07:00:00,7,7,여름,연안,어선,4.0,소형어선,34.72028,126.09806,1.74,5.3,205.0,1.6,34.69933,126.07385,34.69713,126.06927,-0.002204,-0.00458,0.484,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1261,2020-07-29 08:52:00,7,8,여름,외해,어선,4.0,소형어선,34.68917,125.43667,1.29,2.6,202.0,0.9,34.68343,125.42667,34.68199,125.43347,-0.001439,0.006802,0.641,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1262,2019-08-19 09:50:00,8,9,여름,연안,어선,4.0,소형어선,34.78472,126.31333,1.77,5.2,244.0,1.6,34.78946,126.32038,34.79689,126.32143,0.007427,0.001049,0.83,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1263,2022-04-25 09:57:00,4,9,여름,연안,여객선,4.0,기타,34.79417,126.32028,2.23,5.5,250.0,1.6,34.76664,126.28994,34.76212,126.27762,-0.004522,-0.012319,1.23,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1264,2017-11-09 02:18:00,11,2,겨울,외해,유조선,4.0,기타,34.66667,125.45,0.9,5.0,306.0,0.9,34.67042,125.45759,34.66791,125.46287,-0.002511,0.005279,0.557,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1265,2012-10-25 14:45:00,10,14,여름,연안,낚시어선,4.0,소형어선,35.89056,126.12444,1.37,9.8,234.0,1.6,35.88358,126.11329,35.87507,126.11726,-0.008506,0.003969,1.009,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1266,2015-09-24 12:54:00,9,12,여름,외해,어선,4.0,소형어선,34.51667,125.78333,1.82,5.3,243.0,0.9,34.53351,125.81186,34.54043,125.79229,0.006921,-0.019571,1.948,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1267,2021-08-04 21:37:00,8,21,여름,연안,어선,4.0,소형어선,34.36528,126.01111,1.23,7.2,234.0,1.6,34.37033,126.02413,34.37754,126.02749,0.007208,0.003369,0.858,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1268,2022-11-24 11:49:00,11,11,겨울,연안,여객선,4.0,기타,34.76667,126.33528,1.28,13.4,292.0,1.6,34.7403,126.32178,34.73913,126.3356,-0.001166,0.013822,1.267,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1269,2015-02-28 14:20:00,2,14,겨울,외해,낚시어선,4.0,소형어선,34.25,125.63333,0.7,6.1,356.0,0.9,34.25197,125.63985,34.25312,125.63666,0.00115,-0.003189,0.319,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1270,2022-12-02 10:40:00,12,10,겨울,연안,예부선,4.0,기타,34.59333,126.23417,6.13,6.1,295.0,1.6,34.63965,126.34017,34.64631,126.36687,0.006666,0.026702,2.55,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1271,2017-10-26 09:44:00,10,9,여름,연안,기타,4.0,기타,34.91667,126.16667,2.13,10.1,208.0,1.6,34.96353,126.20846,34.96603,126.20606,0.002501,-0.002402,0.353,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1272,2022-07-13 14:49:00,7,14,여름,연안,예부선,4.0,기타,34.7,126.26667,3.35,9.4,222.0,1.6,34.77036,126.34347,34.77767,126.3447,0.007314,0.001228,0.82,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1273,2015-12-02 13:30:00,12,13,겨울,외해,어선,4.0,소형어선,34.71083,125.2225,3.37,5.5,325.0,0.9,34.72231,125.26228,34.73375,125.2857,0.011438,0.023422,2.486,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1274,2017-07-16 09:30:00,7,9,여름,연안,어선,4.0,소형어선,34.33417,126.05111,0.71,8.8,225.0,1.6,34.34587,126.06484,34.35079,126.07128,0.004923,0.006447,0.805,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1275,2024-06-25 02:17:00,6,2,여름,연안,유조선,4.0,기타,34.30222,126.17722,2.03,1.8,195.0,1.6,34.32059,126.19769,34.32465,126.19452,0.004058,-0.003174,0.536,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1276,2019-09-07 10:34:00,9,10,여름,외해,어선,4.0,소형어선,34.77833,125.91139,2.97,10.5,227.0,0.9,34.79729,125.92364,34.79648,125.92245,-0.000807,-0.001186,0.14,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1277,2024-08-23 19:58:00,8,19,여름,연안,어선,4.0,소형어선,34.99222,126.23917,2.31,2.3,250.0,1.6,34.99404,126.24558,34.99668,126.24092,0.002641,-0.004657,0.515,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1278,2021-10-29 07:40:00,10,7,여름,연안,모터보트,4.0,레저보트,34.95,126.18306,3.25,12.2,217.0,1.6,34.94788,126.19671,34.96821,126.15113,0.020335,-0.04558,4.721,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1279,2024-04-29 15:50:00,4,15,여름,연안,어선,4.0,소형어선,34.79306,126.09083,3.1,4.0,227.0,1.6,34.82096,126.13155,34.82635,126.12575,0.005392,-0.005801,0.799,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1280,2021-04-14 14:18:00,4,14,여름,연안,어선,4.0,소형어선,34.54972,126.24222,1.84,5.0,214.0,1.6,34.52908,126.21288,34.52702,126.21297,-0.002065,9e-05,0.229,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1281,2022-08-17 17:31:00,8,17,여름,외해,여객선,4.0,기타,34.69417,125.53389,3.85,5.6,247.0,0.9,34.6751,125.51475,34.66119,125.51435,-0.013906,-0.000406,1.544,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1282,2024-06-05 23:54:00,6,23,여름,연안,예부선,4.0,기타,34.78167,126.24056,1.68,17.2,193.0,1.6,34.82575,126.28641,34.84086,126.28143,0.01511,-0.004982,1.738,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1283,2018-09-29 06:58:00,9,6,여름,연안,어선,4.0,소형어선,34.91667,126.3,1.3,4.0,213.0,1.6,34.92969,126.31284,34.93079,126.31148,0.001102,-0.001363,0.174,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1284,2024-11-24 13:30:00,11,13,겨울,연안,어선,4.0,소형어선,34.94444,126.18667,2.32,2.7,307.0,1.6,34.90737,126.15001,34.89846,126.15616,-0.008902,0.006147,1.135,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1285,2011-01-22 20:15:00,1,20,겨울,외해,기타,4.0,기타,34.53333,125.86667,1.62,7.8,322.0,0.9,34.50905,125.85196,34.51282,125.8649,0.003764,0.012937,1.255,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1286,2024-11-05 12:49:00,11,12,겨울,연안,어선,4.0,소형어선,34.80944,126.35417,2.17,2.4,328.0,1.6,34.84108,126.40059,34.83833,126.40985,-0.00275,0.009265,0.898,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1287,2020-07-27 11:11:00,7,11,여름,연안,어선,4.0,소형어선,35.39083,126.32556,1.8,4.3,250.0,1.6,35.37403,126.30762,35.37968,126.30127,0.005646,-0.006344,0.85,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1288,2015-09-21 13:30:00,9,13,여름,연안,낚시어선,4.0,소형어선,34.86111,126.38333,2.81,4.4,237.0,1.6,34.91105,126.44592,34.91303,126.43521,0.001982,-0.010707,1.0,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1289,2021-11-12 10:56:00,11,10,겨울,연안,어선,4.0,소형어선,34.84667,126.19361,1.21,3.3,319.0,1.6,34.82949,126.17833,34.82982,126.18265,0.000335,0.004319,0.395,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1290,2017-03-23 11:23:00,3,11,겨울,연안,고무보트,4.0,레저보트,34.81222,126.25111,4.22,14.6,315.0,1.6,34.6819,126.23397,34.66284,126.24806,-0.01906,0.014092,2.475,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1291,2014-11-18 06:00:00,11,6,겨울,연안,어선,4.0,소형어선,34.41667,126.31667,1.93,9.1,313.0,1.6,34.40702,126.32752,34.4061,126.33122,-0.00092,0.0037,0.354,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1292,2015-11-08 21:50:00,11,21,겨울,연안,어선,4.0,소형어선,35.2,126.1,3.97,8.1,316.0,1.6,35.1281,126.06056,35.11626,126.06448,-0.011845,0.00392,1.362,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1293,2011-06-27 20:49:00,6,20,여름,연안,기타,4.0,기타,34.66667,126.11667,0.9,6.5,218.0,1.6,34.6764,126.12972,34.6764,126.12443,8e-06,-0.005292,0.483,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1294,2019-09-20 08:52:00,9,8,여름,연안,어선,4.0,소형어선,34.80417,126.35889,3.97,2.9,215.0,1.6,34.8208,126.38099,34.82712,126.3536,0.006328,-0.027386,2.593,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1295,2024-02-14 13:58:00,2,13,겨울,연안,기타,4.0,기타,34.89222,126.10806,2.85,7.9,338.0,1.6,34.91937,126.16269,34.91622,126.18709,-0.003151,0.0244,2.249,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1296,2011-04-04 01:30:00,4,1,여름,외해,어선,4.0,소형어선,34.24028,125.22556,3.16,7.5,217.0,0.9,34.22642,125.21205,34.23368,125.20322,0.007261,-0.008828,1.143,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1297,2024-11-04 13:54:00,11,13,겨울,외해,어선,4.0,소형어선,34.39528,125.95056,3.36,1.6,341.0,0.9,34.36148,125.91694,34.36152,125.93081,3.5e-05,0.01387,1.27,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1298,2022-12-16 15:36:00,12,15,겨울,외해,어선,4.0,소형어선,35.20222,125.78028,5.33,1.4,336.0,0.9,35.2045,125.79314,35.21046,125.80994,0.005961,0.016802,1.661,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1299,2019-09-07 10:45:00,9,10,여름,연안,어선,4.0,소형어선,34.82917,126.38306,6.35,11.1,221.0,1.6,34.92871,126.53722,34.95244,126.48174,0.023724,-0.055484,5.7,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1300,2024-11-29 13:33:00,11,13,겨울,연안,어선,4.0,소형어선,34.77778,126.39639,2.91,7.2,307.0,1.6,34.80055,126.45626,34.79566,126.46275,-0.004895,0.006495,0.804,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1301,2019-10-16 12:08:00,10,12,여름,외해,어선,4.0,소형어선,34.75,125.4,1.73,6.1,273.0,0.9,34.7667,125.42928,34.77699,125.42839,0.010292,-0.000892,1.145,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1302,2018-05-15 23:42:00,5,23,여름,외해,어선,4.0,소형어선,33.70194,124.80111,1.85,8.3,260.0,0.9,33.7107,124.82787,33.71396,124.82878,0.003258,0.000915,0.371,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1303,2024-06-19 14:23:00,6,14,여름,연안,고무보트,4.0,레저보트,35.39972,126.40611,1.99,6.6,187.0,1.6,35.38646,126.37163,35.38894,126.37555,0.002476,0.003924,0.449,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1304,2013-04-15 07:20:00,4,7,여름,연안,낚시어선,4.0,소형어선,34.81778,126.33444,1.96,4.8,231.0,1.6,34.80471,126.3223,34.80933,126.32275,0.004618,0.000446,0.514,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1305,2020-08-23 20:31:00,8,20,여름,연안,어선,4.0,소형어선,35.35194,126.17,2.63,8.1,229.0,1.6,35.40503,126.22632,35.3918,126.22391,-0.013229,-0.002412,1.485,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1306,2019-09-07 06:13:00,9,6,여름,연안,기타,4.0,기타,34.80389,126.35667,1.9,5.0,225.0,1.6,34.78373,126.33489,34.78635,126.32193,0.002625,-0.012961,1.217,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1307,2021-08-11 10:56:00,8,10,여름,연안,유조선,4.0,기타,34.67333,126.22944,1.32,4.5,193.0,1.6,34.68072,126.23694,34.67908,126.23352,-0.001641,-0.003421,0.362,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1308,2024-07-23 14:25:00,7,14,여름,외해,유조선,4.0,기타,33.87667,125.98889,1.49,3.8,252.0,0.9,33.86948,125.98091,33.86159,125.98286,-0.007894,0.001959,0.895,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1309,2024-04-19 10:04:00,4,10,여름,연안,어선,4.0,소형어선,34.89833,126.15278,4.62,8.0,259.0,1.6,34.92215,126.22616,34.9377,126.20696,0.015554,-0.0192,2.457,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1310,2022-10-30 10:20:00,10,10,여름,외해,유도선,4.0,기타,34.69778,125.44556,1.06,7.7,230.0,0.9,34.69552,125.4412,34.69822,125.43403,0.002704,-0.007163,0.719,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1311,2014-04-16 08:58:00,4,8,여름,외해,여객선,4.0,기타,34.18333,125.93333,4.12,6.0,218.0,0.9,34.16598,125.89857,34.1636,125.89083,-0.002385,-0.007734,0.758,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1312,2014-08-05 18:15:00,8,18,여름,연안,어선,4.0,소형어선,35.04083,126.20306,0.82,6.4,199.0,1.6,35.0513,126.21539,35.05163,126.21901,0.000325,0.00362,0.331,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1313,2019-10-03 17:15:00,10,17,여름,연안,고무보트,4.0,레저보트,34.76667,126.41667,2.62,4.7,211.0,1.6,34.73636,126.37753,34.73245,126.36887,-0.003916,-0.008657,0.901,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1314,2024-06-12 14:04:00,6,14,여름,연안,관공선,4.0,기타,34.68333,126.23861,0.66,3.7,236.0,1.6,34.69115,126.24789,34.69502,126.24738,0.003872,-0.000506,0.432,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1315,2022-04-22 20:19:00,4,20,여름,외해,어선,4.0,소형어선,34.43694,125.74889,0.61,6.0,236.0,0.9,34.44257,125.7585,34.44993,125.75175,0.007363,-0.006751,1.025,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1316,2021-08-14 19:29:00,8,19,여름,연안,어선,4.0,소형어선,35.02167,126.01333,1.47,7.3,216.0,1.6,35.00816,125.99753,35.00488,125.99649,-0.003282,-0.001037,0.376,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1317,2021-12-01 11:25:00,12,11,겨울,연안,모터보트,4.0,레저보트,34.83333,126.4,0.73,2.6,314.0,1.6,34.8393,126.41038,34.83903,126.40677,-0.000263,-0.003609,0.33,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1318,2019-01-13 14:47:00,1,14,겨울,연안,어선,4.0,소형어선,34.87972,126.38361,2.31,7.2,337.0,1.6,34.88341,126.41333,34.88977,126.4134,0.006351,7.5e-05,0.705,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1319,2014-08-16 18:15:00,8,18,여름,외해,유도선,4.0,기타,34.7425,125.44833,2.04,4.2,234.0,0.9,34.75059,125.45731,34.75107,125.4472,0.000481,-0.010112,0.924,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1320,2024-10-21 06:23:00,10,6,여름,연안,예부선,4.0,기타,34.58667,126.28556,0.97,14.7,214.0,1.6,34.58226,126.28132,34.57955,126.27614,-0.002714,-0.005182,0.561,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1321,2019-10-06 05:54:00,10,5,여름,외해,어선,4.0,소형어선,34.23333,124.9,1.49,5.1,258.0,0.9,34.24537,124.91602,34.24665,124.91347,0.001281,-0.002552,0.274,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1322,2011-11-26 06:32:00,11,6,겨울,외해,어선,4.0,소형어선,33.96667,125.58333,1.42,4.5,270.0,0.9,33.96656,125.59017,33.96221,125.5957,-0.004343,0.00553,0.701,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1323,2021-08-23 09:36:00,8,9,여름,외해,어선,4.0,소형어선,34.63194,125.33444,1.46,5.7,236.0,0.9,34.63474,125.34194,34.63508,125.33227,0.000343,-0.00967,0.884,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1324,2012-09-05 07:40:00,9,7,여름,연안,어선,4.0,소형어선,34.79167,126.41194,3.15,2.3,206.0,1.6,34.75348,126.36424,34.75319,126.35812,-0.000295,-0.006117,0.559,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1325,2013-06-03 10:00:00,6,10,여름,외해,어선,4.0,소형어선,34.41667,125.58333,1.47,4.8,230.0,0.9,34.41928,125.58997,34.41871,125.58838,-0.000568,-0.001587,0.158,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1326,2020-05-13 16:04:00,5,16,여름,연안,어선,4.0,소형어선,34.79056,126.36167,4.69,9.3,201.0,1.6,34.80899,126.37042,34.82624,126.34659,0.017257,-0.023829,2.896,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1327,2019-07-10 01:22:00,7,1,여름,연안,화물선,4.0,기타,34.29833,126.125,2.09,4.1,191.0,1.6,34.30199,126.12042,34.30433,126.12121,0.002342,0.000786,0.27,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1328,2021-08-20 12:20:00,8,12,여름,연안,어선,4.0,소형어선,34.76417,126.37444,1.5,5.4,223.0,1.6,34.75824,126.37049,34.76839,126.36836,0.010153,-0.002128,1.144,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1329,2013-06-08 00:27:00,6,0,여름,외해,어선,4.0,소형어선,35.36861,125.48167,2.43,7.5,200.0,0.9,35.36538,125.47488,35.36527,125.46591,-0.000108,-0.008967,0.812,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1330,2021-10-09 16:20:00,10,16,여름,외해,예부선,4.0,기타,34.69194,125.44278,0.5,5.5,243.0,0.9,34.69789,125.45007,34.69487,125.44815,-0.003016,-0.001928,0.378,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1331,2011-03-08 10:54:00,3,10,겨울,외해,낚시어선,4.0,소형어선,34.08333,125.21667,0.88,7.0,341.0,0.9,34.07976,125.21843,34.0799,125.21267,0.000141,-0.00576,0.53,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1332,2014-09-06 19:20:00,9,19,여름,외해,어선,4.0,소형어선,34.46667,125.8,0.9,9.8,269.0,0.9,34.46907,125.81011,34.46556,125.80693,-0.003502,-0.003177,0.485,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1333,2024-10-26 12:05:00,10,12,여름,연안,모터보트,4.0,레저보트,34.80806,126.25361,1.08,5.0,223.0,1.6,34.80727,126.24785,34.81184,126.24388,0.004565,-0.003972,0.623,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1334,2024-02-17 16:46:00,2,16,겨울,외해,낚시어선,4.0,소형어선,34.29972,125.85722,2.66,3.3,278.0,0.9,34.29387,125.86337,34.29743,125.8751,0.003565,0.011736,1.147,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1335,2020-08-03 11:26:00,8,11,여름,연안,어선,4.0,소형어선,34.79806,126.34528,4.92,13.2,204.0,1.6,34.79237,126.27801,34.79076,126.26895,-0.00161,-0.009061,0.845,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1336,2017-10-09 11:29:00,10,11,여름,연안,어선,4.0,소형어선,34.8,126.25,1.28,5.1,188.0,1.6,34.824,126.27239,34.82094,126.27627,-0.003057,0.003872,0.49,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1337,2011-02-28 16:05:00,2,16,겨울,외해,어선,4.0,소형어선,34.05,125.2,1.87,7.5,328.0,0.9,34.02385,125.18675,34.03442,125.20986,0.010571,0.023115,2.428,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1338,2011-05-04 04:28:00,5,4,여름,연안,예부선,4.0,기타,34.63333,126.23333,3.21,3.3,235.0,1.6,34.68609,126.29574,34.67775,126.28574,-0.008333,-0.009996,1.3,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1339,2016-03-07 09:40:00,3,9,겨울,연안,어선,4.0,소형어선,35.10556,126.14583,1.14,5.1,269.0,1.6,35.12393,126.1717,35.12923,126.1802,0.005302,0.008497,0.97,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1340,2013-11-24 14:39:00,11,14,겨울,외해,어선,4.0,소형어선,34.12667,124.97222,1.09,15.3,331.0,0.9,34.10613,124.9745,34.10428,124.96459,-0.001851,-0.009914,0.934,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1341,2018-05-24 16:32:00,5,16,여름,연안,어선,4.0,소형어선,34.35,126.11667,3.27,3.2,209.0,1.6,34.34172,126.10265,34.34137,126.10374,-0.000344,0.001084,0.106,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1342,2024-07-09 17:08:00,7,17,여름,외해,어선,4.0,소형어선,34.8925,125.795,0.87,9.7,249.0,0.9,34.89487,125.79906,34.89206,125.80312,-0.00281,0.004057,0.483,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1343,2019-02-13 10:13:00,2,10,겨울,연안,어선,4.0,소형어선,34.78861,126.36472,1.15,1.0,296.0,1.6,34.79372,126.37272,34.78445,126.36881,-0.009265,-0.003907,1.088,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1344,2014-08-26 14:39:00,8,14,여름,외해,어선,4.0,소형어선,34.705,125.88806,1.36,3.4,248.0,0.9,34.6951,125.87966,34.70307,125.87444,0.007969,-0.00522,1.005,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1345,2022-09-30 12:18:00,9,12,여름,외해,화물선,4.0,기타,34.04583,125.74722,1.93,6.1,253.0,0.9,34.06457,125.77336,34.06497,125.7727,0.000402,-0.000657,0.075,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1346,2019-12-17 08:52:00,12,8,겨울,외해,어선,4.0,소형어선,34.2,125.57667,4.16,6.3,318.0,0.9,34.21997,125.64396,34.22226,125.65854,0.002289,0.014583,1.363,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1347,2019-08-14 16:37:00,8,16,여름,연안,기타,4.0,기타,34.41667,126.08333,1.4,3.9,252.0,1.6,34.39914,126.06596,34.40283,126.06626,0.003695,0.000296,0.411,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1348,2018-06-30 04:59:00,6,4,여름,연안,어선,4.0,소형어선,35.18556,126.33333,0.84,2.7,184.0,1.6,35.17777,126.32289,35.17137,126.31621,-0.006403,-0.006682,0.934,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1349,2021-10-09 06:57:00,10,6,여름,연안,모터보트,4.0,레저보트,34.75528,126.34778,4.6,10.0,213.0,1.6,34.87218,126.4392,34.87331,126.43736,0.001137,-0.001838,0.21,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1350,2012-06-17 05:35:00,6,5,여름,외해,기타(레져선박),4.0,기타,34.96972,125.81472,1.31,5.9,201.0,0.9,34.98431,125.82981,34.9813,125.82211,-0.003014,-0.007702,0.776,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1351,2017-07-30 08:49:00,7,8,여름,연안,고무보트,4.0,레저보트,34.71,126.23139,1.69,6.2,214.0,1.6,34.69615,126.20345,34.69519,126.20746,-0.00096,0.004004,0.381,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1352,2021-07-12 16:31:00,7,16,여름,연안,기타,4.0,기타,34.8475,126.22333,3.61,10.9,196.0,1.6,34.91812,126.27353,34.90445,126.28159,-0.013671,0.008067,1.686,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1353,2016-09-04 17:17:00,9,17,여름,연안,어선,4.0,소형어선,35.03361,126.10139,1.4,7.9,214.0,1.6,35.05786,126.12939,35.05947,126.12194,0.001606,-0.007445,0.7,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1354,2020-08-07 15:56:00,8,15,여름,연안,어선,4.0,소형어선,35.1575,126.2,2.04,1.0,237.0,1.6,35.19092,126.24239,35.19028,126.24677,-0.000641,0.004387,0.404,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_1355,2020-08-13 15:50:00,8,15,여름,연안,어선,4.0,소형어선,35.09444,126.13083,1.1,9.4,269.0,1.6,35.11139,126.16532,35.12297,126.16462,0.011578,-0.000705,1.287,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
